id,shortcut,description,program,device_gram,program_gram
2606,F9,Show/hide the side pane,gedit 2.3,linux,gedit_2.3
2607,Ctrl + Shift + W,Close all tabs,gedit 2.3,linux,gedit_2.3
2608,F3,Search Catalog,Evergreen,linux,evergreen
2609,Shift + F3,Retrieve Record by TCN,Evergreen,linux,evergreen
2610,Ctrl + F2,Renew Items,Evergreen,linux,evergreen
2611,F5,Show Item Status by Barcode,Evergreen,linux,evergreen
2612,F6,Record InHouse Use,Evergreen,linux,evergreen
2613,F8,Retrieve Last Patron,Evergreen,linux,evergreen
2614,F9,Reprint Last Receipt,Evergreen,linux,evergreen
2615,Shift + F2,Capture Holds,Evergreen,linux,evergreen
2616,Shift + F1,Register Patron,Evergreen,linux,evergreen
2617,F2,Check In,Evergreen,linux,evergreen
2618,F1,Check Out/Retrieve Patron by Barcode,Evergreen,linux,evergreen
2619,F4,Search Patrons,Evergreen,linux,evergreen
2620,Shift + F8,Retrieve Last Bib Record,Evergreen,linux,evergreen
2621,Ctrl + W,Close Tab,Evergreen,linux,evergreen
2622,Ctrl + Q,Close Window,Evergreen,linux,evergreen
2623,Ctrl + Shift + W,Close All Tabs,Evergreen,linux,evergreen
2624,Ctrl + T,New Tab,Evergreen,linux,evergreen
2625,Ctrl + N,New Window,Evergreen,linux,evergreen
2626,Command + X  goto-line,Goto Line Number,Emacs 23.2.1,linux,emacs_23.2.1
2627,Command + Ctrl + b  (or  esc   Ctrl +B),Previous Matching Bracket,Emacs 23.2.1,linux,emacs_23.2.1
2628,Command + F /  Command + B,Word forward / backward,Emacs 23.2.1,linux,emacs_23.2.1
2629,Command + Ctrl + R,Regexp incremental search reverse,Emacs 23.2.1,linux,emacs_23.2.1
2630,Command + %,Interactive Search and Replace,Emacs 23.2.1,linux,emacs_23.2.1
2631,Command + Ctrl + A /  Command + Ctrl + E,C Function forward / backward,Emacs 23.2.1,linux,emacs_23.2.1
2632,Ctrl + R,Incremental search reverse,Emacs 23.2.1,linux,emacs_23.2.1
2633,Command + Ctrl + S,Regexp incremental search,Emacs 23.2.1,linux,emacs_23.2.1
2634,Ctrl + S,Incremental search,Emacs 23.2.1,linux,emacs_23.2.1
2635,Ctrl + V /  Command + V,Page forward / backward,Emacs 23.2.1,linux,emacs_23.2.1
2636,Command + < /  Command + >,Document forward / backward,Emacs 23.2.1,linux,emacs_23.2.1
2637,Ctrl + A / Ctrl + E,Jump to beginning / end of the line,Emacs 23.2.1,linux,emacs_23.2.1
2638,Command + { /  Command + },Paragraph forward / backward,Emacs 23.2.1,linux,emacs_23.2.1
2639,Ctrl + X   k,Close Window/Buffer,Emacs 23.2.1,linux,emacs_23.2.1
2640,Command + D,Fwd Delete Word,Emacs 23.2.1,linux,emacs_23.2.1
2641,Command + Delete,Delete Word,Emacs 23.2.1,linux,emacs_23.2.1
2642,Ctrl + Y,Paste,Emacs 23.2.1,linux,emacs_23.2.1
2643,Ctrl + X   r   i  / #,Paste from Numbered Clipboard,Emacs 23.2.1,linux,emacs_23.2.1
2644,Delete,Delete,Emacs 23.2.1,linux,emacs_23.2.1
2645,Ctrl + D,Fwd delete,Emacs 23.2.1,linux,emacs_23.2.1
2646,Ctrl + X   r   s  / #,Copy Selection to Numbered Clipboard,Emacs 23.2.1,linux,emacs_23.2.1
2647,Ctrl + X   Ctrl + C,Quit,Emacs 23.2.1,linux,emacs_23.2.1
2648,Ctrl + G,Cancel Selection,Emacs 23.2.1,linux,emacs_23.2.1
2649,Ctrl + W,Cut Selection,Emacs 23.2.1,linux,emacs_23.2.1
2650,Ctrl + K,Cut Line,Emacs 23.2.1,linux,emacs_23.2.1
2651,Command + W,Copy Selection,Emacs 23.2.1,linux,emacs_23.2.1
2652,Ctrl + _,Undo,Emacs 23.2.1,linux,emacs_23.2.1
2653,Ctrl + Space,Begin Selection,Emacs 23.2.1,linux,emacs_23.2.1
2654,Ctrl + X   Ctrl + W,Save As,Emacs 23.2.1,linux,emacs_23.2.1
2655,Ctrl + X   Ctrl + V,Revert to File,Emacs 23.2.1,linux,emacs_23.2.1
2656,Command + X,Revert Buffer,Emacs 23.2.1,linux,emacs_23.2.1
2657,Ctrl + X   s,Save All,Emacs 23.2.1,linux,emacs_23.2.1
2658,Ctrl + X   Ctrl + F,Open file,Emacs 23.2.1,linux,emacs_23.2.1
2659,Ctrl + X   Ctrl + S,Save,Emacs 23.2.1,linux,emacs_23.2.1
2660,Ctrl + X   Ctrl + L,Lowercase Selection,Emacs 23.2.1,linux,emacs_23.2.1
2661,Ctrl + X   Ctrl + U,Uppercase Selection,Emacs 23.2.1,linux,emacs_23.2.1
2662,Command + L,Lowercase Word,Emacs 23.2.1,linux,emacs_23.2.1
2663,Command + C,Capitalize Word,Emacs 23.2.1,linux,emacs_23.2.1
2664,Command + Ctrl + \,Indent Selection,Emacs 23.2.1,linux,emacs_23.2.1
2665,Command + U,Uppercase Word,Emacs 23.2.1,linux,emacs_23.2.1
2666,Ctrl + X   r   j  / #,Jump to Numbered Bookmark,Emacs 23.2.1,linux,emacs_23.2.1
2667,Command + Q,Re-flow Paragraph,Emacs 23.2.1,linux,emacs_23.2.1
2668,Ctrl + X   r   space  (#),Set Numbered Bookmark,Emacs 23.2.1,linux,emacs_23.2.1
2669,Command + `,Activate Menu Bar,Emacs 23.2.1,linux,emacs_23.2.1
2670,Ctrl + X   1,Maximize,Emacs 23.2.1,linux,emacs_23.2.1
2671,Ctrl + X   3,Split Vertical,Emacs 23.2.1,linux,emacs_23.2.1
2672,Ctrl + X   o,Switch Focus Between Windows,Emacs 23.2.1,linux,emacs_23.2.1
2673,Ctrl + X   2,Split Horizontal,Emacs 23.2.1,linux,emacs_23.2.1
2674,Ctrl + X   Ctrl + B,Choose Window,Emacs 23.2.1,linux,emacs_23.2.1
2675,Ctrl + X   b,Next Window,Emacs 23.2.1,linux,emacs_23.2.1
2676,Command + Ctrl + f  (or  esc   Ctrl +F),Next Matching Bracket,Emacs 23.2.1,linux,emacs_23.2.1
2677,Ctrl + X k,Close,Emacs 23.2.1,linux,emacs_23.2.1
2678,Ctrl + X   (,Start Recording,Emacs 23.2.1,linux,emacs_23.2.1
2679,Ctrl + X   e,Play Macro,Emacs 23.2.1,linux,emacs_23.2.1
2680,Ctrl + X   ),Stop Recording,Emacs 23.2.1,linux,emacs_23.2.1
2681,Ctrl + u   (#),Repeat command # times,Emacs 23.2.1,linux,emacs_23.2.1
2682,Ctrl + P / ArrowUp,Previous Command,Bash,linux,bash
2683,Ctrl + E / End,Go to End of Line,Bash,linux,bash
2684,Ctrl + R,Recall Last Command,Bash,linux,bash
2685,Ctrl + [,Escape,Bash,linux,bash
2686,Ctrl + P,Previous Command in History,Bash,linux,bash
2687,Ctrl + V,Display Sequence for Enter Key,Bash,linux,bash
2688,Ctrl + 7,^_Undo,Bash,linux,bash
2689,Ctrl + O,Execute Command found via Ctrl+R/Ctrl+S,Bash,linux,bash
2690,Ctrl + S,Go back to Next Most Recent Command,Bash,linux,bash
2691,Alt + U,Upper Capitalize Every Character form Cursor,Bash,linux,bash
2692,Ctrl + J,NewLine,Bash,linux,bash
2693,!!,Repeat Last Command,Bash,linux,bash
2694,Ctrl + N,Next Command in History,Bash,linux,bash
2695,Ctrl + 8,^? Backward Delete Char,Bash,linux,bash
2696,Ctrl + K,Cut Line After Cursor to Clipboard,Bash,linux,bash
2697,Esc + T,Swap Last Two Words Before Cursor,Bash,linux,bash
2698,Alt + T,Swap Current Word with Previous,Bash,linux,bash
2699,Ctrl + M,Enter,Bash,linux,bash
2700,Alt + C,Capitalize Character Under Cursor and Move to End of the Word,Bash,linux,bash
2701,Ctrl + I,Tab,Bash,linux,bash
2702,Alt + R,Cancel Changes and Put Back the Line,Bash,linux,bash
2703,Alt + L,Lower The Case Every Character Form Cursor,Bash,linux,bash
2704,Ctrl + G,Escape from History Searching Mode,Bash,linux,bash
2705,Ctrl + Y,Paste Last Thing to be Cut,Bash,linux,bash
2706,Ctrl + T,Swap Last Character before Cursor,Bash,linux,bash
2707,Alt + D,Delete Word After Cursor,Bash,linux,bash
2708,Ctrl + U,Cut Line Before Cursor to Clipboard,Bash,linux,bash
2709,Ctrl + W,Cut Word Before Cursor to Clipboard,Bash,linux,bash
2710,Ctrl + H,Delete Character From Left,Bash,linux,bash
2711,Alt + Del,Delete Word before Cursor,Bash,linux,bash
2712,Alt + F,Forward one word,Bash,linux,bash
2713,Ctrl + D,Delete Character Under Cursor,Bash,linux,bash
2714,Ctrl + L,Clear Screen,Bash,linux,bash
2715,Ctrl + N / ArrowDown,Next Arrow,Bash,linux,bash
2716,Alt + B,Back one word,Bash,linux,bash
2717,!$,Last Argument of Previous Command,Bash,linux,bash
2718,Ctrl + XX,Toggle between start of line and cursor current position,Bash,linux,bash
2719,Ctrl + F,Forward one character,Bash,linux,bash
2720,Ctrl + B,Backward ine character,Bash,linux,bash
2721,Home / Ctrl + A,Go to Beginning of Line,Bash,linux,bash
2722,!abc:p,Print last Command starting with abc,Bash,linux,bash
2723,!abc,Run Last Commnd Starting with abc,Bash,linux,bash
2724,$set -o vi,Set Vi Mode,Bash,linux,bash
2725,Ctrl + Z,Send the signal SIGTSTP to Current Task,Bash,linux,bash
2726,Ctrl + Q,Allow Output to Screen,Bash,linux,bash
2727,Ctrl + C,Interrupt/Kill Whatever you are running,Bash,linux,bash
2728,$set -o emacs,Set Emacs Mode,Bash,linux,bash
2729,!*,All Arguments of Previous Command,Bash,linux,bash
2730,^abc^def,Run Previous Commandreplacing abc with def,Bash,linux,bash
2731,Alt + ArrowDown,Move to the End of the Message,Rocket.Chat,web_application,rocket.chat
2732,Shift + Enter,New line in Message Compose Input,Rocket.Chat,web_application,rocket.chat
2733,Command + K / Command + P,Open Channel/User Search,Rocket.Chat,web_application,rocket.chat
2734,Alt + ArrowLeft,Move to the Beginning of the Message,Rocket.Chat,web_application,rocket.chat
2735,ArrowUp,Edit Previous Message,Rocket.Chat,web_application,rocket.chat
2736,Ctrl + Enter,Send Message,Yahoo Mail,web_application,yahoo_mail
2737,Ctrl + [,Navigate through tabs-right to left motion,Yahoo Mail,web_application,yahoo_mail
2738,Ctrl + ],Navigate through tabs-left to right motion,Yahoo Mail,web_application,yahoo_mail
2739,V,Turn Reading Pane on and off,Yahoo Mail,web_application,yahoo_mail
2740,Shift + L,Clear Flag,Yahoo Mail,web_application,yahoo_mail
2741,Ctrl + P,Print,Yahoo Mail,web_application,yahoo_mail
2742,Ctrl + S,Save Draft,Yahoo Mail,web_application,yahoo_mail
2743,delete,Delete Item,Yahoo Mail,web_application,yahoo_mail
2744,L,Flag,Yahoo Mail,web_application,yahoo_mail
2745,Shift + K,Mark As Unread,Yahoo Mail,web_application,yahoo_mail
2746,Shift + F,Forward in a new window,Yahoo Mail,web_application,yahoo_mail
2747,K,Mark As Read,Yahoo Mail,web_application,yahoo_mail
2748,Shift + R,Reply in a new window,Yahoo Mail,web_application,yahoo_mail
2749,Shift + A,Reply All in a new window,Yahoo Mail,web_application,yahoo_mail
2750,F,Forward message,Yahoo Mail,web_application,yahoo_mail
2751,A,Reply All,Yahoo Mail,web_application,yahoo_mail
2752,R,Reply,Yahoo Mail,web_application,yahoo_mail
2753,Ctrl + \,Close Current Tab,Yahoo Mail,web_application,yahoo_mail
2754,N,New Message,Yahoo Mail,web_application,yahoo_mail
2755,Enter  (select a message first  or more than one),Open message in its own tab,Yahoo Mail,web_application,yahoo_mail
2756,M,Check Mail,Yahoo Mail,web_application,yahoo_mail
2757,Shift + M,Check All Mail (includes all POP accounts),Yahoo Mail,web_application,yahoo_mail
2758,Shift + N,New Message in its own window,Yahoo Mail,web_application,yahoo_mail
2759,F11,Expand window to maximum height,Yahoo Mail,web_application,yahoo_mail
2760,Enter  (select a contact first  in Contacts),Edit contact info,Yahoo Mail,web_application,yahoo_mail
2761,Ctrl + F,Find a word or phrase in a message,Yahoo Mail,web_application,yahoo_mail
2762,Ctrl + .,Next message (in message tab),Yahoo Mail,web_application,yahoo_mail
2763,D,Move message to a folder,Yahoo Mail,web_application,yahoo_mail
2764,Esc,Close read-message tab,Yahoo Mail,web_application,yahoo_mail
2765,Ctrl + Shift + C,Start a new chat,Yahoo Mail,web_application,yahoo_mail
2766,Ctrl + Shift + End,Skip to oldest unread message,Yahoo Mail,web_application,yahoo_mail
2767,Ctrl + ,Previous message (in message tab),Yahoo Mail,web_application,yahoo_mail
2768,G + F,Go to Files,GitLab,web_application,gitlab
2769,G + C,Go to Commits,GitLab,web_application,gitlab
2770,ArrowDown,Move Selection Down,GitLab,web_application,gitlab
2771,G + I,Go to Issue,GitLab,web_application,gitlab
2772,G + T,Go to Todos,GitLab,web_application,gitlab
2773,G + P,Go to Project Home Page,GitLab,web_application,gitlab
2774,G + M,Go to Merge requests,GitLab,web_application,gitlab
2775,G + A,Go to Activity Feed,GitLab,web_application,gitlab
2776,G + E,Go to Project Activity Feed,GitLab,web_application,gitlab
2777,ArrowUp,Move Selection Up,GitLab,web_application,gitlab
2778,?,Show/Hide This Dialog,GitLab,web_application,gitlab
2779,Enter,Open Selection,GitLab,web_application,gitlab
2780,Command + Shift + P,Switch Markdown Preview,GitLab,web_application,gitlab
2781,Esc,Go Back,GitLab,web_application,gitlab
2782,S,Focus Search,GitLab,web_application,gitlab
2783,G + N,Go to Network Graph,GitLab,web_application,gitlab
2784,G + S,Go to Snippets,GitLab,web_application,gitlab
2785,G + G,Go to Repository Charts,GitLab,web_application,gitlab
2786,G + B,Go to Jobs,GitLab,web_application,gitlab
2787,L,Change Label,GitLab,web_application,gitlab
2788,M,Change Milestone,GitLab,web_application,gitlab
2789,R,Reply,GitLab,web_application,gitlab
2790,E,edit Issue/merge Request,GitLab,web_application,gitlab
2791,A,Change Assignee,GitLab,web_application,gitlab
2792,I,New Issue,GitLab,web_application,gitlab
2793,K / Upp Arrow,Scroll Up,GitLab,web_application,gitlab
2794,Shift + ArrowUp / Shift + K,Scroll to Top,GitLab,web_application,gitlab
2795,Shift + ArrowDown / Shift + J,Scroll to Bottom,GitLab,web_application,gitlab
2796,J / ArrowDown,Scroll Down,GitLab,web_application,gitlab
2797,T,Go to Finding Files,GitLab,web_application,gitlab
2798,H / ArrowLeft,Scroll Left,GitLab,web_application,gitlab
2799,L / ArrowRight,Scroll Right,GitLab,web_application,gitlab
2800,# ColorHexCode,Show hexadecimal web colors right in HipChat,HipChat,web_application,hipchat
2801,s/misspelled word/corrected word/,Fix Your Typos,HipChat,web_application,hipchat
2802,/clear,Clear chat history in current room,HipChat,web_application,hipchat
2803,/code CodeBlock,Display the message with Code Syntax highlighting,HipChat,web_application,hipchat
2804,/quote message,Use Special Message formatting when you quote someone,HipChat,web_application,hipchat
2805,/me message,Chat about yourself in the third person,HipChat,web_application,hipchat
2806,/away Msg,Set status as Away(Yellow) and Optionally include the Msg,HipChat,web_application,hipchat
2807,/dnd Msg,Set status as Do Not Disturb(Red) and Optionally include the Msg,HipChat,web_application,hipchat
2808,/topic 'NewTopicName',Change the Topic of the Current Room,HipChat,web_application,hipchat
2809,/available Msg,Set status as Available(Green) and Optionally include the Msg,HipChat,web_application,hipchat
2810,/join 'RoomName',Enter an existing HipChat Room,HipChat,web_application,hipchat
2811,/part,Leave the Room that you have joined,HipChat,web_application,hipchat
2812,Shift + R,Rent movie/episode,Amazon Prime Video,web_application,amazon_prime_video
2813,Esc,Exit full screen; if not playing in full screen exit player,Amazon Prime Video,web_application,amazon_prime_video
2814,F,Enter/exit Full screen,Amazon Prime Video,web_application,amazon_prime_video
2815,ArrowDown,Decrease volume,Amazon Prime Video,web_application,amazon_prime_video
2816,Enter,Show video details /drill into show TV episodes,Amazon Prime Video,web_application,amazon_prime_video
2817,PageUp,Up one page,Amazon Prime Video,web_application,amazon_prime_video
2818,PageDown,Down one page,Amazon Prime Video,web_application,amazon_prime_video
2819,ArrowLeft,Skip backward 10 seconds,Amazon Prime Video,web_application,amazon_prime_video
2820,ArrowRight,Move right,Amazon Prime Video,web_application,amazon_prime_video
2821,ArrowUp,Move up,Amazon Prime Video,web_application,amazon_prime_video
2822,M,Mute/unmute Audio,Amazon Prime Video,web_application,amazon_prime_video
2823,C,"Cycle available Captions languages including ""don't show any""",Amazon Prime Video,web_application,amazon_prime_video
2824,Shift + B,Buy movie/episode,Amazon Prime Video,web_application,amazon_prime_video
2825,Shift + L,Go back to your Library listing,Amazon Prime Video,web_application,amazon_prime_video
2826,ArrowDown / J,Move Cursor to Next Ticket,Freshdesk,web_application,freshdesk
2827,X,Select Ticket,Freshdesk,web_application,freshdesk
2828,M,Add Time to Ticket,Freshdesk,web_application,freshdesk
2829,N,Add Note to Ticket,Freshdesk,web_application,freshdesk
2830,Alt + ArrowLeft,Go to Previous Page,Freshdesk,web_application,freshdesk
2831,},View Activities of Ticket,Freshdesk,web_application,freshdesk
2832,G and M,Open Outbound Mail,Freshdesk,web_application,freshdesk
2833,G and N,Open New Ticket Form,Freshdesk,web_application,freshdesk
2834,G and C,Go to Customers Tab,Freshdesk,web_application,freshdesk
2835,G and S,Go to Solution Tab,Freshdesk,web_application,freshdesk
2836,G and E,Go to Social Tab,Freshdesk,web_application,freshdesk
2837,G and D,Go to Dashboard,Freshdesk,web_application,freshdesk
2838,W,Add Yourself as Watcher to A Ticket,Freshdesk,web_application,freshdesk
2839,],Expand Conversation in a Ticket,Freshdesk,web_application,freshdesk
2840,F,Forward Ticket,Freshdesk,web_application,freshdesk
2841,R,Reply to Ticket,Freshdesk,web_application,freshdesk
2842,Alt + ArrowRight,Go to Next Ticket,Freshdesk,web_application,freshdesk
2843,Alt + ~,Close Ticket without Sending Email Notifications,Freshdesk,web_application,freshdesk
2844,#,Delete a Ticket,Freshdesk,web_application,freshdesk
2845,~,Close Ticket,Freshdesk,web_application,freshdesk
2846,!,Mark Ticket as Spam,Freshdesk,web_application,freshdesk
2847,@,Assign the Ticket to YourSelf,Freshdesk,web_application,freshdesk
2848,Spacebar,View hovr with Details of Ticket,Freshdesk,web_application,freshdesk
2849,ArrowUp / K,Move Cursor to Previous Ticket,Freshdesk,web_application,freshdesk
2850,?,Open List of Keyboard Shortcuts,Freshdesk,web_application,freshdesk
2851,/,Place Cursor in Search Box,Freshdesk,web_application,freshdesk
2852,G and A,Go to Admin Tab,Freshdesk,web_application,freshdesk
2853,G and R,Go to Reports Tab,Freshdesk,web_application,freshdesk
2854,Enter,Open Ticket,Freshdesk,web_application,freshdesk
2855,G and T,Go to Tickets,Freshdesk,web_application,freshdesk
2856,G and F,Go to Forums Tab,Freshdesk,web_application,freshdesk
2857,Z,Zoom in/Zoom out,SalesForce,web_application,salesforce
2858,D,Open Dropdown button on tabs,SalesForce,web_application,salesforce
2859,E,Edit,SalesForce,web_application,salesforce
2860,U,Get Link to share,SalesForce,web_application,salesforce
2861,C,Close Tab,SalesForce,web_application,salesforce
2862,N,Go to List View,SalesForce,web_application,salesforce
2863,P,Go to Primary Tab,SalesForce,web_application,salesforce
2864,R,Go to Header Search Box,SalesForce,web_application,salesforce
2865,T,Open new tab,SalesForce,web_application,salesforce
2866,F,Go to Footer,SalesForce,web_application,salesforce
2867,Enter,Activate a Command,SalesForce,web_application,salesforce
2868,Shift + K,Show Keyboard Shortcuts,SalesForce,web_application,salesforce
2869,Shift + N,Show/Hide Pinned List,SalesForce,web_application,salesforce
2870,Shift + Arrow Keys,Show/Hide Respective Top Sidebar,SalesForce,web_application,salesforce
